codigo sap,nombre del equipo,numero de rodamiento lado acople,numero de acople aldo ventilador,diametro ventilador,equipo,potencia,rpm,area
114554,Alimentador 4 caldera 7,6205,6203,No usa,MOTOR ELECTRICO,1,1145,CALDERAS
114553,Alimentador de carbón 10 caldera 7,6205,6203,No usa ,MOTOR ELECTRICO,1 HP,1145,CALDERAS
114552,Alimentador de bagazo  # 8,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1765,CALDERAS
114552,Alimentador de bagazo  # 8,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1765,CALDERAS
114551,Alimentador de bagazo # 7,6309,6206,No tiene,MOTOR ELECTRICO,7.5 ,1765,CALDERAS
114551,Alimentador de bagazo # 7,6309,6206,No tiene,MOTOR ELECTRICO,7.5 ,1765,CALDERAS
114550,Alimentador de bagazo #6,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1765,CALDERAS
114550,Alimentador de bagazo #6,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1765,CALDERAS
114549,Alimentador #5,6309,6206,"9""",MOTOR ELECTRICO,7.5,1765,CALDERAS
114549,Alimentador #5,6309,6206,"9""",MOTOR ELECTRICO,7.5,1765,CALDERAS
114548,Alimentador de bagazo #4,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1765,CALDERAS
114548,Alimentador de bagazo # 3,6309,6206,No tiene,MOTOR ELECTRICO,15,1765,CALDERAS
114548,Alimentador de bagazo #4,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1765,CALDERAS
114548,Alimentador de bagazo # 3,6309,6206,No tiene,MOTOR ELECTRICO,15,1765,CALDERAS
114547,Alimentador de bagazo 3 caldera 7,6309,6206,No usa,MOTOR ELECTRICO,7.5 HP,1765,CALDERAS
114546,Alimentador de bagazo#2,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1760,CALDERAS
114546,Alimentador #2,6381,6206,"9""",MOTOR ELECTRICO,7.5,1765,CALDERAS
114546,Alimentador de bagazo#2,6309,6206,No tiene,MOTOR ELECTRICO,7.5,1760,CALDERAS
114546,Alimentador #2,6381,6206,"9""",MOTOR ELECTRICO,7.5,1765,CALDERAS
114545,Alimentador  de bagazo #1,6309,6206,"8""",MOTOR ELECTRICO,70,1765,CALDERAS
114545,Alimentador  de bagazo #1,6309,6206,"8""",MOTOR ELECTRICO,70,1765,CALDERAS
114543,Alimentador de bagazo 1 caldera 4,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114541,Alimentador de bagazo # 3,6207,6206,8,MOTOR ELECTRICO,10,1760,CALDERAS
114540,Alimentador de bagazo 6 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114539,Alimentador de bagazo 2 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1745,CALDERAS
114538,Alimentador de bagazo 3 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114537,Alimentador de bagazo 4 caldera 4,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114535,Alimentador de bagazo 5 caldera 6,6207,6207,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114534,Alimentador de bagazo 3 caldera 3,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114534,Alimentador de bagazo 3 caldera 4,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114533,Alimentador de bagazo 7 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114532,Alimentador de bagazo 2 caldera 4,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114531,Alimentador de bagazo 4 caldera 3,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114530,Alimentador de bagazo 2 caldera 3,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114529,Alimentador de bagazo 1 caldera 3,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114528,Alimentador de bagazo 5 caldera 2,6207,6206,"8""3/4",MOTOR ELECTRICO,10 ,1755,CALDERAS
114527,Alimentador de bagazo 3 caldera 2,6207 ,6206 ,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114526,Alimentador de bagazo 4 de caldera 2,6207,6206,"8 ""3/4",MOTOR ELECTRICO,10 ,1750,CALDERAS
114525,Alimentador de bagazo #1 ,6207,6206,8,MOTOR ELECTRICO,10,1755,CALDERAS
114524,Motor,6207,6206,"8"" 3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114523,Caldera 1 alimentador#4,6207,6206,"8.0""",MOTOR ELECTRICO,10,1755,CALDERAS
114522,Alimentador de de bagazo # 3 la caldera 1,6207,6206,8,MOTOR ELECTRICO,10,1755,CALDERAS
114521,Alimentador de bagazo #5 caldera # 1,6207,6206,8,MOTOR ELECTRICO,10,1755,CALDERAS
114520,Caldera#1 alimentador #2,6207,6206,"8""",MOTOR ELECTRICO,10,1755,CALDERAS
114519,Alimentador de bagazo #2 de caldera 2,6207,6206,0.5,MOTOR ELECTRICO,10,1755,CALDERAS
114461,Bba sistema hidráulico # 2 ,6309,6207,7”,MOTOR ELECTRICO,15 HP,1775,RA
114460,Bba sistema hidráulico tachos 1  ,6308,6308,8”,MOTOR ELECTRICO,10,1760,RA
114450,Motor movimiento ajitador tacho # 5 Refineria ,6313 zz,6212 zz,"15 ""  1/2",MOTOR ELECTRICO,75 Hp,1775,RA
114444,Movimiento  motor  ajitador 3 tachos  Refineria ,6314 zz,6314 zz,"15 "" de  aluminio ",MOTOR ELECTRICO,60 Hp,1717,RA
114444,Movimiento  motor  ajitador 3 tachos  Refineria ,6314 zz,6314 zz,"15 "" de  aluminio ",MOTOR ELECTRICO,60 Hp,1717,RA
114440,Bomba de vacío tacho # 9 ,6313,6212,11”,MOTOR ELECTRICO,40 HP,1175,RA
114440,Bba de vacío tacho 13 fabrica ,6313,6212,11”,MOTOR ELECTRICO,25 HP,1180,RA
114439,Motor movimiento  ajitador tacho #2 Refineria ,6313zz,6212 zz[," 12""   de  aluminio ",MOTOR ELECTRICO,60 Hp,1780,RA
114439,Motor movimiento  ajitador tacho #2 Refineria ,6313zz,6212 zz[," 12""   de  aluminio ",MOTOR ELECTRICO,60 Hp,1780,RA
114425,Bba. De jugo rotoclones 2A,6309,6208,9,MOTOR ELECTRICO,15,1765,RA
114415,Tornillo sinfin 1 de tercera ,6309,6209,"8""",MOTOR ELECTRICO,15HP,1760,RA
114371,Mingler 3ra,6309,6209,"9""",MOTOR ELECTRICO,15hp,1760,RA
114347,Motor 2 de semilla Tacho continuo 1A,6312-2z-c3,6312-2z-c3,7 pulgadas,MOTOR ELECTRICO,40HP,1780,RA
114345,Motor 2 de masa continuo 1B,6316-2Z-C3,6316-2Z-C3,7 pulgadas,MOTOR ELECTRICO,100HP,1780,RA
114345,Motor 2 de masa continuo 1B,6316-2Z-C3,6316-2Z-C3,7 pulgadas,MOTOR ELECTRICO,100HP,1780,RA
114344,Motor 1 de masa continuo 1B,6316-2Z-C3,6316-2Z-C3,7 pulgadas,MOTOR ELECTRICO,100HP,1780,RA
114339,Tamizador de azúcar ,6205,6204,6”,MOTOR ELECTRICO,1.5 HP,1730,RA
114327,Motor 1 de condensado C3 de tacho continuo 1B,6206-2Z,6205-2Z,6,MOTOR ELECTRICO,3,1755,RA
114326,Motor 2 de condensado C3 de tacho continuo 1B,6206-2Z,6203-2Z,6,MOTOR ELECTRICO,3 HP,1750,RA
114325,Motor 2 de condensado C1/C2 de tacho continuo 1B,6206-2Z,6205-2Z,6,MOTOR ELECTRICO,5 HP,1750,RA
114323,Motor 2 de vacio de tacho continuo 1B,6314-C3,6314-C3,9 pulgadas,MOTOR ELECTRICO,50 HP,1180,RA
114322,Motor 1 de vacio de tacho continuo 1B,6314-C3,6314-C3,9 pulgadas,MOTOR ELECTRICO,50,1180,RA
114321,Agitador tacho continuo 1B,6314-C3,6314-C3,12 pulgadas,MOTOR ELECTRICO,75 HP,1775,RA
114314,Motor 1 de condensado C3 Tacho continuo 2B,6205-2Z,6203-2Z,6 pulgadas,MOTOR ELECTRICO,1 1/2 HP,1740,RA
114314,Motor 1 de condensado C3 de tacho continuo 2B,6205-2Z,6203-2Z,6 pulgadas,MOTOR ELECTRICO,1 1/2 HP,1740,RA
114313,Motor 2 de condensado C3 Tacho continuo 2B,6205-2Z,6203-2Z,6 pulgadas,MOTOR ELECTRICO,1 1/2 HP,1740,RA
114313,Motor 2 de condensado C3 de tacho continuo 2B,6205-2Z,6203-2z,6 pulgadas,MOTOR ELECTRICO,1 1/2 HP,1740,RA
114312,Motor 2 de condensado C1-2 Tacho continuo 2B,6206-2Z,6205-2Z,7 pulgadas,MOTOR ELECTRICO,5 HP,1750,RA
114312,Motor 2 de condensado C1/C2 tacho continuo 2B,6206-2z,6205-2Z,7 pulgadas,MOTOR ELECTRICO,5 HP,1750,RA
114311,Motor 1 de condensado C1-C2 Tacho continuo 2B,6206-2Z,6205-2Z,7 pulgadas,MOTOR ELECTRICO,5,1750,RA
114311,Motor 1 de condensado C1/C2 tacho continuo 2B,6206-2Z,6205-2Z,7 pulgadas,MOTOR ELECTRICO,5 HP,1750,RA
114309,Motor 2 de vacio tacho continuo 2B,6312-2z,6215-2z,12 pulgadas,MOTOR ELECTRICO,50 HP,1175,RA
114308,Agitador tacho continuo 2B,6313-2Z-JC,6213-2Z-JC,9 pulgadas,MOTOR ELECTRICO,75 HP,1785,RA
114294,Motor 2 de condensado C3 de tacho continuo 1A,6205-2Z,6203-2Z,6 pulgadas,MOTOR ELECTRICO,2,1720,RA
114293,Motor 1 de condensado C3 de tacho continuo 1A,6205-2Z,6204-2Z,6 pulgadas,MOTOR ELECTRICO,2,1720,RA
114291,Motor 1 de condensados C1-C2 Tacho continuo 1A,6206-2Z,6205-2Z,6 pulgadas,MOTOR ELECTRICO,5HP,1750,RA
114291,Motor 1 de condensado C1/C2 de tacho continuo 1A,6206-2Z,6205-2Z,7 pulgadas,MOTOR ELECTRICO,5 HP,1750,RA
114282,M. Bba de vacío tacho #3 refinería ,6312,6212,11 pulgadas ,MOTOR ELECTRICO,25 ,1180,RA
114281,Agitador tacho # 13 ,6312,6311,10”,MOTOR ELECTRICO,50 HP,1765,RA
114276,Agitador tacho # 12,6313,6312,12”,MOTOR ELECTRICO,60 HP,1780,RA
114252,Bomba de vacío tacho #6,6312,6310,11 “,MOTOR ELECTRICO,60 HP,1780,RA
114248,Bomba de vacío # 5 ,6310,6210,9”,MOTOR ELECTRICO,30 HP,1770,RA
114247,Agitador del tacho #5 ,6312,6212,11”,MOTOR ELECTRICO,50 HP ,1770,RA
114243,Bomba de vacío tacho # 4 fabrica ,6213,6211,10”,MOTOR ELECTRICO,40 HP,1760,RA
114242,Agitador tacho # 4,6314,6314,12”,MOTOR ELECTRICO,75 HP ,1775,RA
114237,Agitador del tacho # 3,6313,6213,12”,MOTOR ELECTRICO,75,1775,RA
114233,Bba. Vacío tacho 2 de fabrica ,6312,6310,12”,MOTOR ELECTRICO,30,1180,RA
114232,Agitador Tacho 2 Fabrica ,6316,6314,11”,MOTOR ELECTRICO,100,1775,RA
114226,Agitador #1 Tacho fábrica ,6316,6313,13,MOTOR ELECTRICO,100,1780,RA
114182,Bba condensado E4,6311,6212,20CM,MOTOR ELECTRICO,20,725,TRATAMIENTO
114182,Condensado E4,6311,6212,20 CM,MOTOR ELECTRICO,20 HP,725,TRATAMIENTO
114181,Condensado E3,6311,6309,30.4 cm ,MOTOR ELECTRICO,15,1170,TRATAMIENTO
114181,Condensado E3,6311,6309,30.4 CM,MOTOR ELECTRICO,15,1115,TRATAMIENTO
114177,Forzado secundario caldera 3A ,6318zz ,6316zz ,"Ventilador aluminio de 151/2""",MOTOR ELECTRICO,125,1780,CALDERAS
114176,Bba #1 vacío melador 2,6319,6314,39.5,MOTOR ELECTRICO,150,1780,TRATAMIENTO
114175,Bba #1 vacío Melador E4,6319,6316,29.5,MOTOR ELECTRICO,150,1780,TRATAMIENTO
114174,Bba. Inyección tachos fabrica ,6318,6318,14”,MOTOR ELECTRICO,150,1785,RA
114169,Conductor de granel#1,6309,6307,"7""",MOTOR ELECTRICO,15HP,1760,RA
114169,Conductor de Granel #1,6309,6307,"7""",MOTOR ELECTRICO,15HP,1760,RA
114155,BBA enfriamiento Chumaceras Molinos TA/TB,6309,6209,9,MOTOR ELECTRICO,20,1755,EXTRACCION
114151,Motor movimiento conductor #1  azúcar  humedad  refineria ,6309zz,6307 zz," 7 "" 1/2    de plastico",MOTOR ELECTRICO,Xxxx,0,RA
114128,Bba condensado alcalizado 5y6,6307,6206,15 cm,MOTOR ELECTRICO,7.5,1765,TRATAMIENTO
114125,Bba condesado alcalizado 1,6309,6209,10 cm,MOTOR ELECTRICO,7.5,1725,TRATAMIENTO
114079,Bomba auxiliar de lubricación molino 5 TA ,6308,6207,9,MOTOR ELECTRICO,10,1760,EXTRACCION
114078,Bomba principal de lubricación reductor molino  5 TA,6308,6207,9,MOTOR ELECTRICO,10,1160,EXTRACCION
114077,Bomba auxiliar red de baja molino 4,6308,6207,9,MOTOR ELECTRICO,10,1760,EXTRACCION
114076,Bomba de  lubricación principal de red de baja molino 4,6308,6207,9,MOTOR ELECTRICO,10,1160,EXTRACCION
114068,Bba lubricación principal molino 3,6308,6207,9,MOTOR ELECTRICO,10,1160,EXTRACCION
114067,Bomba de lubricación principal de reductor de alta molino 3 TA,6308,6204,9,MOTOR ELECTRICO,10,1160,EXTRACCION
114066,Bomba auxiliar de red de baja molino 3 TA ,6308,6207,9,MOTOR ELECTRICO,10,1760,EXTRACCION
114063,Bba lubricación molino 5,6205,6204,9,MOTOR ELECTRICO,3,1730,EXTRACCION
114062,Motor DC molino 3 TB ,6332 M/C3,6330 M/C3,"23""1/2 ",MOTOR ELECTRICO,895,850,EXTRACCION
114061,Bba lubricación molino 4,6205,6204,9,MOTOR ELECTRICO,3,1730,EXTRACCION
114045,Mesa 2 TB,6213,6211,"11""",MOTOR ELECTRICO,40,1770,EXTRACCION
114027,Nivelador 1 mesa 1 TB,6312,6212,"11""",MOTOR ELECTRICO,40,1770,EXTRACCION
114023,Bba mezclados 2 TB,6318,6318,"12""",MOTOR ELECTRICO,150,1785,EXTRACCION
114003,Conductor de salida #0,6311,6208,"8""",MOTOR ELECTRICO,25,1760,CALDERAS
114003,Conductor de salida # 0,6311,6209,8,MOTOR ELECTRICO,25,1775,CALDERAS
114001,Conductor salida # 3,6312,6212,10,MOTOR ELECTRICO,40,1775,CALDERAS
114000,sin fin interno de fabrica,6309,6209,"""9""",MOTOR ELECTRICO,20,1770,RA
113999,Conductor Reclamo # 7,6311,6309,8,MOTOR ELECTRICO,30,1760,CALDERAS
113995,Conductor Reclamo # 8,6311,6211,9,MOTOR ELECTRICO,25,1760,CALDERAS
113994,Conductor salida # 4,6312,6212,10,MOTOR ELECTRICO,40,1775,CALDERAS
113992,Conductor Reclamo # 5,6312,6212,10,MOTOR ELECTRICO,50,1770,CALDERAS
113991,Conductor reclamo #4,6311,6211,"10""",MOTOR ELECTRICO,30,1765,CALDERAS
113991,Conductor reclamo #4,6311,6211,"10""",MOTOR ELECTRICO,30,1765,CALDERAS
113990,Conductor Reclamo # 3,6311,6211,8,MOTOR ELECTRICO,30,1755,CALDERAS
113990,Conductor Reclamo # 3,6311,6211,8,MOTOR ELECTRICO,30,1755,CALDERAS
113989,Conductor reclamo #2,6312,6309,"8""",MOTOR ELECTRICO,40,1765,CALDERAS
113989,Conductor reclamo #2,6312,6309,"8""",MOTOR ELECTRICO,40,1765,CALDERAS
113988,Conductor reclamo # 1,6312,6311,9,MOTOR ELECTRICO,40,1770,CALDERAS
113985,Bba duplex #1,6316,6316,26 cm,MOTOR ELECTRICO,100,1780,TRATAMIENTO
113976,Bomba de agua #9 alimentación calderas ,6315,6315,12',MOTOR ELECTRICO,600 KW,3575,CALDERAS
113975,Bomba de agua 8 alimentación calderas,6314,6314,12',MOTOR ELECTRICO,600 HP,3572,CALDERAS
113974,Bomba de agua #3 alimentación calderas,6315 2Z,6315 2Z,12'',MOTOR ELECTRICO,800 HP,3570,CALDERAS
113973,INDUCIDO 2 CALDERA 7,NU324C3,6319C3,14',MOTOR ELECTRICO,700 HP,893,CALDERAS
113973,Bomba de agua #7 alimentación calderas ,No usa ( usa chumaceras),No usa (usa chumaceras),No usa( es enfriado por aceite),MOTOR ELECTRICO,1000 HP,3560,CALDERAS
113972,Bomba de agua #5 alimentación calderas ,No usa (usa chumaceras),No usa (usa chumaceras),No usa (es enfriado por aceite),MOTOR ELECTRICO,1000 HP,3560,CALDERAS
113970,Bomba de condensados tanque de salchicha #3,6318,6318,10 ½,MOTOR ELECTRICO,125 HP,1785,CALDERAS
113969,Bomba de condensados tanque de salchicha #1,6318,6318,14',MOTOR ELECTRICO,125 HP,1780,CALDERAS
113947,Romana Bascula # 2,6205,6203,4,MOTOR ELECTRICO,1,1725,CALDERAS
113946,Romana Báscula # 1,6205,6203,4,MOTOR ELECTRICO,1,1725,CALDERAS
113945,Neumático #1 caldera 7,6314,6314,"12""",MOTOR ELECTRICO,60 KW,3555,CALDERAS
113944,Motor neumático #2 caldera 7,6314,6314,"12""",MOTOR ELECTRICO,60 KW,3555,CALDERAS
113941,Forzado primario #2 Caldera7,6319,6316,"14""",MOTOR ELECTRICO,250,1780,CALDERAS
113940,Forzado primario#1 Caldera7,6319,6316,"14""",MOTOR ELECTRICO,125,1185,CALDERAS
113938,Inducido #1 Caldera 7,Nu-6224,6320,"21 ¾""",MOTOR ELECTRICO,800,893,CALDERAS
113937,Pateador  # 6,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113936,Paseador # 1,6205 ,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113935,Paseador # 3,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113934,Pateador # 7,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113933,Alimentador de carbón 5 caldera 7,6205,6203,No usa ,MOTOR ELECTRICO,1,1145,CALDERAS
113932,Pateador # 2,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113930,Pateador # 8,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113929,Pateador # 9,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113928,Pateador # 10,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
113898,Tiro forzado caldera 3A ,6319zz ,6316zz ,"18""",MOTOR ELECTRICO,200 ,1780,CALDERAS
113896,Over fire primario caldera 6A ,6313zz ,6213zz ,"11 3/4""",MOTOR ELECTRICO,75,1775,CALDERAS
113893,Tiro inducido 2 caldera 6A ,6322zz ,6322zz ,"19""",MOTOR ELECTRICO,500 ,1785,CALDERAS
113892,Tiro inducido #1 caldera 6A ,6322zz ,6322zz ,"18""",MOTOR ELECTRICO,500,1785,CALDERAS
113887,Forzado secundario caldera 4A ,6319zz ,6316zz ,"10""",MOTOR ELECTRICO,125,1780,CALDERAS
113886,Over fire caldera 4A ,6314zz ,6311zz ,"14""",MOTOR ELECTRICO,75,1775,CALDERAS
113885,Tiro forzado caldera 4A ,6322zz ,6319zz ,"16""",MOTOR ELECTRICO,300,1190,CALDERAS
113884,Tiro inducido caldera 4A ,6322zz ,6320zz ,"16""",MOTOR ELECTRICO,500,1792,CALDERAS
113878,Over fire caldera 3A ,6315zz ,6312zz ,"17""",MOTOR ELECTRICO,73.76,1780,CALDERAS
113877,Ventilador forzado 1 caldera 6A,6318zz ,6314zz ,"12 1/2""",MOTOR ELECTRICO,200 ,1785,CALDERAS
113876,Tiro inducido caldera 3A ,6322zz ,6319zz ,"15 1/2""",MOTOR ELECTRICO,500,1790,CALDERAS
113865,Ventilador forzado secundario caldera 2A ,6220zz ,6313zz ,"12 1/2""",MOTOR ELECTRICO,125,1780,CALDERAS
113864,Over fire caldera 2A ,6213zz ,6213zz ,"Ventilador aluminio de 14""",MOTOR ELECTRICO,75 HP,1775,CALDERAS
113863,Tiro forzado caldera 2A ,6319zz ,6316zz ,"14 3/4""",MOTOR ELECTRICO,200 ,1780,CALDERAS
113856,Tiro inducido caldera 2A ,6326zz ,6322zz ,"18""",MOTOR ELECTRICO,500 ,1775,CALDERAS
113658,Bba 1 condensados tachos,6312,6309,"10""",MOTOR ELECTRICO,50 hp,1765,RA
113657,Agua caliente centrífuga de 2da,6310,6210,8”,MOTOR ELECTRICO,30,3350,RA
113656,Bba2 agua caliente centr. 2da y 3ra,6310,6210,"7""",MOTOR ELECTRICO,30,3560,RA
113646,ME Mov Tq Disuelto de tercera,6207,6206,"6""",MOTOR ELECTRICO,5.5(7.5) kw,1750,RA
113646,Agitador tanque disuelto de 3ra,6308,6208,7”,MOTOR ELECTRICO,10,1762,RA
113643,Bomba torre de enfriamiento 3,6311,6211,"11""",MOTOR ELECTRICO,50HP,1775,RA
113641,Nivelador conductor auxiliar TB,6311,6211,"10""",MOTOR ELECTRICO,30,1765,EXTRACCION
113641,Nivelador conductor auxiliar TB ,6311,6211,"10""",MOTOR ELECTRICO,30,1765,EXTRACCION
113638,Sin fin interno secadora 1A,6309,6208,"8""",MOTOR ELECTRICO,20HP,1750,RA
113638,Sin Fin Interno Secadora 1A,6309,6208,"8""",MOTOR ELECTRICO,20HP,1750,RA
113624,Bomba de vacío tacho # 3 ,6312 ,6311,10”,MOTOR ELECTRICO,40,1775,RA
113616,Motor bomba  de jarabe #2 centrifugas  refineria ,6311 zz,6211 zz,"7"" 3/4 de aluminio",MOTOR ELECTRICO,30 Hp,1765,RA
113613,Motor bomba # 1 jarabe tanque  centrifugas  refineria ,6311 zz,6211 zz,"9"" de plastico ",MOTOR ELECTRICO,30 Hp,1765,RA
113612,Motor movimiento  Mezclador # 2 centrifugas  de  Refineria ,6208 zz,6206zz ,"8"" plastico ",MOTOR ELECTRICO,10 Hp,1740,RA
113608,Motor bomba meladura  filtro Puch Refineria ,6312 zz,6312 zz,"8"" 1/2   de Plastico",MOTOR ELECTRICO,50 Hp,1775,RA
113605,Motor bomba de agua  filtro Puch,6312 zz,6312 zz,"8 "" 1/2 de plastico",MOTOR ELECTRICO,50 Hp,1775,RA
113599,bomba material azucarado scrubert,6309,6207,"""9""",MOTOR ELECTRICO,20,1770,RA
113593,Elevador de azúcar seca fabrica ,6309,6207,"9""",MOTOR ELECTRICO,20HP,1750,RA
113593,Elevador de azúcar seca fabrica ,6309,6207,"9""",MOTOR ELECTRICO,20HP,1750,RA
113567,Sin Fin Entre Tolvas,6310,6210,"10""",MOTOR ELECTRICO,25HP,1760,RA
113567,Sin Fin Entre Tolvas ,6310,6210,"10""",MOTOR ELECTRICO,25HP,1760,RA
113567,Conductor azúcar seca fabrica ,6206,6205,"6""",MOTOR ELECTRICO,5HP,1730,RA
113561,Elevador de azúcar seca 1A,6309,6208,"7""",MOTOR ELECTRICO,20HP,1765,RA
113561,Elevador de azúcar seca 1A,6309,6209,"7""",MOTOR ELECTRICO,20HP,1765,RA
113560,Conductor azúcar seca T/C 2A,6206,6205,"6""",MOTOR ELECTRICO,5HP ,1760,RA
113560,Conductor de azucar seca T/C 2A,6206,6205,"6""",MOTOR ELECTRICO,5HP,1760,RA
113556,movimiento de la secadora del 2 A,6314,6314,"""14""",MOTOR ELECTRICO,60,1775,RA
113555,sin fin interno del 2 a,6309,6209,10,MOTOR ELECTRICO,20,1755,RA
113554,Sin fin transversal 2A ,6309,6209,9,MOTOR ELECTRICO,20,1755,RA
113547,Nivelador 2 conductor 2 ,6311,6212,"11""",MOTOR ELECTRICO,25,1760,EXTRACCION
113546,Conductor de azucar seca T/C 1A,6206,6205,"6""",MOTOR ELECTRICO,5HP,1750,RA
113546,Conductor de azucar seca T/C 1A,6206,6205,"6""",MOTOR ELECTRICO,5HP,1750,RA
113544,movimiento de la secadora del 1 A,6314,6314,"""9""",MOTOR ELECTRICO,60,1775,RA
113542,Conductor de bagazo Reclamo # 6,6309,6209,9,MOTOR ELECTRICO,20,1760,CALDERAS
113539,Tanque salchicha grano mejorado - Recibidor grano mejorado 1ra,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5,1750,RA
113514,Sinfín 2 de segunda ,6313,6213,"8""",MOTOR ELECTRICO,50HP,1580,RA
113508,Sin fin largo t/c 1A,6309,6209,8,MOTOR ELECTRICO,20,1768,RA
113507,Conductor azúcar seca  fábrica ,6206,6205,"6""",MOTOR ELECTRICO,5HP,1730,RA
113501,Sin fin transversal cent fábrica (1-4),6309,6208,"8""",MOTOR ELECTRICO,20HP,1750,RA
113501,Sin Fin Transversal cent. Fabrica (1-4),6309,6208,"8""",MOTOR ELECTRICO,20HP,1750,RA
113500,Sin fin bajo centrífuga 5 y 6 ,6310,6209,"12""",MOTOR ELECTRICO,25,1750,RA
113492,Recibidor de semilla tacho continuo 2A,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5 HP,1745,RA
113492,Recibidor de semilla tacho continuo 2A,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5 HP,1745,RA
113489,Recibidor de semilla tacho continuo 1A,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5HP,1750,RA
113483,Recibidor 1 masa de segunda tacho continuo 2A,6206-2Z,6205-2Z,6 pulgadas,MOTOR ELECTRICO,5 HP,1765,RA
113482,Mezclador Tacho continuo 1A,6208-2z,6208-2z,6 pulgadas,MOTOR ELECTRICO,7 1/2 HP,1765,RA
113475,Mezclador # 1 de 2da baja pureza ,6206,6205,6”,MOTOR ELECTRICO,5,1750,RA
113474,Movimiento tanque salchicha tacho continuo de segunda - recibidor segunda,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5,1750,RA
113467,Recibidor de masa Tacho continuo 1B y 2B,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5 HP,1765,RA
113458,Recibidor 3 semilla TC 1B y 2B ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1765,RA
113455,Grano fino de 3ra,6206,6205,6”,MOTOR ELECTRICO,5 HP,1750,RA
113454,Recibidor magmero de 3ra ,6309,6207,10”,MOTOR ELECTRICO,7.5,1165,RA
113448,Recibidor 1 masa segunda 3ra ,6206,6205,6”,MOTOR ELECTRICO,5 hp,1765,RA
113440,Recibidor masa 1ra para blanco tacho 13 ,6206,6205,6”,MOTOR ELECTRICO,5,1720,RA
113439,Tanque salchicha - recibidor primera,6207-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5,1745,RA
113434,Bba de vacío auxiliar de 1ra,6314,6314,13”,MOTOR ELECTRICO,75,1775,RA
113242,Conductor Reclamo # 6,6309,6209,8,MOTOR ELECTRICO,20,1760,CALDERAS
113119,Alimentador de bagazo 4 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
113103,Bba condensado D2,6311,6211,18 CM,MOTOR ELECTRICO,15,1180,TRATAMIENTO
113103,Bba condensado D2,6311,6211,18 CM,MOTOR ELECTRICO,15,1180,TRATAMIENTO
113102,Bba condensado D1,6309,6209,25.8 CM,MOTOR ELECTRICO,7.5,1175,TRATAMIENTO
113102,Bba condensado D1,6309,6209,25.8 CM,MOTOR ELECTRICO,7.5 HP,1175,TRATAMIENTO
113101,Bba Auxiliar Pre duplex #2,6318,6316,34 cm,MOTOR ELECTRICO,125,1780,TRATAMIENTO
113092,Bba retorno de agua molinos TB,6313,6212,"8""",MOTOR ELECTRICO,40,1175,EXTRACCION
113089,Bba de Maceración 3,6313,6212,"8""",MOTOR ELECTRICO,40,1165,EXTRACCION
