codigo sap,nombre del equipo,numero de rodamiento lado acople,numero de acople aldo ventilador,diametro ventilador,equipo,potencia,rpm,area
122806,Recibidor 1 semilla TC 1B y 2B ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1765,RA
113489,Recibidor semilla TC 1A,6206,6205,6”,MOTOR ELECTRICO,5 HP,1765,RA
123224,Desfribradora de caña TB,NU 1048C3 - 6048C3 ,NU 238C3 ,44 pulgadas ,MOTOR ELECTRICO,6700,874,EXTRACCION
127075,Recibidor magma 2da baja pureza ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1740,RA
122010,Madurador de semilla ,6206,6204,5”,MOTOR ELECTRICO,2 HP,1740,RA
144935,Bba. 1  Miel B TC 1C ,6311,6211,10”,MOTOR ELECTRICO,50,1780,RA
135140,Bba 2 miel B TC 1C,6312,6210,10”,MOTOR ELECTRICO,50 HP,1780,RA
130710,Bba vacio 1 TC 1C ,6316,6216,11”,MOTOR ELECTRICO,100 HP,1785,RA
130711,Bba vacío 2 TC 1C,6316,6216,11”,MOTOR ELECTRICO,100 HP,1785,RA
136774,Agitador TQ lubricación ,6205,6203,6”,MOTOR ELECTRICO,1 HP,1765,RA
121839,Bba 2 TQ lubricación masa CV,6309,6208,7”,MOTOR ELECTRICO,15 HP,1765,RA
138464,Bba 2 masa verticales ,6314,6314,10”,MOTOR ELECTRICO,100,1780,RA
121057,Faja a granel 2,6309,6207,9,MOTOR ELECTRICO,15,1765,RA
136828,Ventilador inducido secadora fabrica ,6212,6212,"9""",MOTOR ELECTRICO,40,1780,RA
108799,Cortina de aire linea 1,6202,6202,0,MOTOR ELECTRICO,485 W,1600,RA
108800,Cortina de aire linea 2,6202,6202,0,MOTOR ELECTRICO,485 W,1600,RA
108801,Cortina de aire linea 3,6202,6202,0,MOTOR ELECTRICO,485 W,1600,RA
108802,Cortina de aire linea 4,6202,6202,0,MOTOR ELECTRICO,485  W,1600,RA
108803,Cortina de aire linea 5,6202,6202,0,MOTOR ELECTRICO,485 W,1600,RA
130856,Conductor de jumbos 3 linea 3,6205,6205,"5""",MOTOR ELECTRICO,1.10 kw,1745,RA
130868,Conductor de jumbos 4 linea 4,6205,6205,"5""",MOTOR ELECTRICO,1.10 kw,1745,RA
130880,Conductor de jumbos 4 linea 5,6205,6205,"5""",MOTOR ELECTRICO,1.10 kw,1745,RA
136523,Conductor de todos jumbo envasado fab.,6205,6205,"5""",MOTOR ELECTRICO,1.10 kw,1745,RA
136831,Bba. Jugo cola secadora ,6309,6209,"7 """,MOTOR ELECTRICO,20,1780,RA
140566,Bba. Auxiliar cola secadora ,6309,6209,"7""",MOTOR ELECTRICO,20,1780,RA
135110,Bba 2 jugo aux rotoclon secadora ,6309,6209,"7""",MOTOR ELECTRICO,20,1780,RA
137829,Bba. Jugo aux rotoclon secadora ,6309,6209,"7""",MOTOR ELECTRICO,20,1780,RA
124082,Ventilador extractor polvillo ,6206,6205,"6""",MOTOR ELECTRICO,2 hp,1175,RA
111469,Centrifuga #6 de Refinería ,6322-2z-C3 ,6322-2Z/C3 aislado ,X,MOTOR ELECTRICO,386 HP,893,RA
111466,Centrifuga #5 de Refinería ,6322,6222,X,MOTOR ELECTRICO,300 hp,1185,RA
126984,Centrifuga #4 de refinería ,6319SO,6319,X,MOTOR ELECTRICO,211 hp,1190,RA
111450,Centrifuga #3 de Refinería ,6319,6318,X,MOTOR ELECTRICO,200 hp ,1190,RA
135010,Centrifuga #2 de Refinería ,6322,6316/C3VLO241,X,MOTOR ELECTRICO,268HP,890,RA
135009,Centrífuga #1 de Refinería ,6322,6316/C3VLO241,X,MOTOR ELECTRICO,268HP,893,RA
111203,Centrifuga 2 de tacho continuo 2A,6322/C3,6222/C3VLO241,14 pulgadas,MOTOR ELECTRICO,300 HP,890,RA
